source,record_id,title,year,venue,doi,cited_by_count,query_seed,relevance_note
arXiv,http://arxiv.org/abs/2403.11898v2,VITaL Pretraining: Visuo-Tactile Pretraining for Tactile and Non-Tactile Manipulation Policies,2024,arXiv,,,"all:""tactile manipulation"" AND all:""inference""",tactile;manipulation
arXiv,http://arxiv.org/abs/2412.05313v7,λ: A Benchmark for Data-Efficiency in Long-Horizon Indoor Mobile Manipulation Robotics,2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
Crossref,https://doi.org/10.1615/faim1998.210,AUTOMATED MODULAR FIXTURE ASSEMBLY,2023,Proceeding of Flexible Automation and Integrated Manufacturing 1998,10.1615/faim1998.210,0,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.21956/cobot.18707.r27252,Peer Review Report For: Reasoning about location of robot-operated object based on probabilistic ontologies [version 1; peer review: 2 approved],2023,,10.21956/cobot.18707.r27252,0,object relation reasoning robot manipulation,broad robotics neighbor
Crossref,https://doi.org/10.1080/27525813.2024.12527116,Referee report. For: Reasoning about location of robot-operated object based on probabilistic ontologies [version 1; peer review: 2 approved],2023,,10.1080/27525813.2024.12527116,0,object relation reasoning robot manipulation,broad robotics neighbor
Crossref,https://doi.org/10.1039/d3sc03095d/v1/review2,"Review for ""“Mn-locking” effect by anionic coordination manipulation stabilizing Mn-rich phosphate cathodes""",2023,,10.1039/d3sc03095d/v1/review2,0,contact rich manipulation physical reasoning,manipulation
Crossref,https://doi.org/10.1109/icdl55364.2023.10364419,State Representation Learning for Task and Motion Planning in Robot Manipulation,2023,2023 IEEE International Conference on Development and Learning (ICDL),10.1109/icdl55364.2023.10364419,0,task motion planning manipulation constraints,manipulation
arXiv,http://arxiv.org/abs/2305.10960v1,A Virtual Reality Teleoperation Interface for Industrial Robot Manipulators,2023,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;contact;manipulation
arXiv,http://arxiv.org/abs/2309.08897v1,Asynchronous Task Plan Refinement for Multi-Robot Task and Motion Planning,2023,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint
arXiv,http://arxiv.org/abs/2307.13992v2,Causal reasoning in typical computer vision tasks,2023,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",causal
arXiv,http://arxiv.org/abs/2312.02731v3,D-LGP: Dynamic Logic-Geometric Program for Reactive Task and Motion Planning,2023,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2306.13196v3,DiMSam: Diffusion Models as Samplers for Task and Motion Planning under Partial Observability,2023,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint;manipulation
arXiv,http://arxiv.org/abs/2303.00637v1,Efficient Path Planning In Manipulation Planning Problems by Actively Reusing Validation Effort,2023,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2305.12821v1,FurnitureBench: Reproducible Real-World Benchmark for Long-Horizon Complex Manipulation,2023,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",assembly;manipulation
arXiv,http://arxiv.org/abs/2311.14786v2,GPT-4V Takes the Wheel: Promises and Challenges for Pedestrian Behavior Prediction,2023,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",causal
arXiv,http://arxiv.org/abs/2310.16014v1,Human-in-the-Loop Task and Motion Planning for Imitation Learning,2023,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",contact;manipulation
arXiv,http://arxiv.org/abs/2304.09260v1,Hybrid Task Constrained Planner for Robot Manipulator in Confined Environment,2023,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint
arXiv,http://arxiv.org/abs/2310.09069v1,ImageManip: Image-based Robotic Manipulation with Affordance-guided Next View Selection,2023,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2305.16309v3,Imitating Task and Motion Planning with Visuomotor Transformers,2023,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2309.11244v1,Integrating Visual Foundation Models for Enhanced Robot Manipulation and Motion Planning: A Layered Approach,2023,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2310.03932v2,Interpreting Behaviors and Geometric Constraints as Knowledge Graphs for Robot Manipulation Control,2023,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",support;constraint;manipulation
arXiv,http://arxiv.org/abs/2307.04040v1,Meta-Policy Learning over Plan Ensembles for Robust Articulated Object Manipulation,2023,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint;manipulation
arXiv,http://arxiv.org/abs/2312.01214v1,Model-Based Sensor Diagnostics for Robotic Manipulators,2023,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint
arXiv,http://arxiv.org/abs/2312.02328v2,Multi-Modal MPPI and Active Inference for Reactive Task and Motion Planning,2023,arXiv,10.1109/LRA.2024.3426183,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2310.08802v1,Multi-Robot Geometric Task-and-Motion Planning for Collaborative Manipulation Tasks,2023,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",support;manipulation
arXiv,http://arxiv.org/abs/2310.07018v1,NEWTON: Are Large Language Models Capable of Physical Reasoning?,2023,arXiv,,,"all:""robot manipulation"" AND all:""physical reasoning""",manipulation;physical
arXiv,http://arxiv.org/abs/2311.05332v2,On the Road with GPT-4V(ision): Early Explorations of Visual-Language Model on Autonomous Driving,2023,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",causal
arXiv,http://arxiv.org/abs/2309.02561v4,Physically Grounded Vision-Language Models for Robotic Manipulation,2023,arXiv,,,"all:""robot manipulation"" AND all:""physical reasoning""",manipulation;physical
arXiv,http://arxiv.org/abs/2310.02791v2,R-LGP: A Reachability-guided Logic-geometric Programming Framework for Optimal Task and Motion Planning on Mobile Manipulators,2023,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint;manipulation;physical
arXiv,http://arxiv.org/abs/2305.09644v2,RAMP: A Benchmark for Evaluating Robotic Assembly Manipulation and Planning,2023,arXiv,10.1109/LRA.2023.3330611,,"all:""robot assembly"" AND all:""fixture""",fixture;assembly;manipulation
arXiv,http://arxiv.org/abs/2312.01853v3,Robot Synesthesia: In-Hand Manipulation with Visuotactile Sensing,2023,arXiv,,,"all:""contact-rich manipulation"" AND all:""reasoning""",contact;tactile;manipulation
arXiv,http://arxiv.org/abs/2306.17053v3,Spatial Reasoning via Deep Vision Models for Robotic Sequential Manipulation,2023,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2307.11889v1,Symbolic State Space Optimization for Long Horizon Mobile Manipulation Planning,2023,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2303.17481v2,Teaching contact-rich tasks from visual demonstrations by constraint extraction,2023,arXiv,,,"all:""contact-rich manipulation"" AND all:""reasoning""",support;constraint;contact;manipulation
arXiv,http://arxiv.org/abs/2310.00167v1,Toward Optimal Tabletop Rearrangement with Multiple Manipulation Primitives,2023,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2303.07026v2,Visual-Policy Learning through Multi-Camera View to Single-Camera View Knowledge Distillation for Robot Manipulation Tasks,2023,arXiv,10.1109/LRA.2023.3336245,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2307.05973v2,VoxPoser: Composable 3D Value Maps for Robotic Manipulation with Language Models,2023,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;contact;manipulation;physical
Crossref,https://doi.org/10.1016/b978-0-32-390445-2.00021-0,A hand-arm teleoperation system for robotic dexterous manipulation,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",10.1016/b978-0-32-390445-2.00021-0,0,tactile inference manipulation hidden state,manipulation
Crossref,https://doi.org/10.7551/mitpress/11939.003.0011,Causal Reasoning and the Development of Metacognitive Thinking: Cross-Sectional and Longitudinal Investigations,2022,Constructing Science,10.7551/mitpress/11939.003.0011,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.7551/mitpress/13780.003.0022,Cognitive Robot Manipulation,2022,Cognitive Robotics,10.7551/mitpress/13780.003.0022,0,hidden constraints robot manipulation,manipulation
Crossref,https://doi.org/10.1016/b978-0-32-390445-2.00004-0,Contents,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",10.1016/b978-0-32-390445-2.00004-0,0,tactile inference manipulation hidden state,broad robotics neighbor
Crossref,https://doi.org/10.7551/mitpress/11939.003.0010,Contextualization in Causal Reasoning and Scientific Thinking,2022,Constructing Science,10.7551/mitpress/11939.003.0010,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1016/b978-0-32-390445-2.00003-9,Copyright,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",10.1016/b978-0-32-390445-2.00003-9,0,tactile inference manipulation hidden state,broad robotics neighbor
Crossref,https://doi.org/10.1017/9781009218245.014,Decoding Hidden Markov Models,2022,Inference and Learning from Data,10.1017/9781009218245.014,0,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1016/b978-0-32-390445-2.00002-7,Front Matter,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",10.1016/b978-0-32-390445-2.00002-7,0,tactile inference manipulation hidden state,broad robotics neighbor
Crossref,https://doi.org/10.1017/9781009218245.013,Hidden Markov Models,2022,Inference and Learning from Data,10.1017/9781009218245.013,0,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1016/b978-0-32-390445-2.00026-x,Index,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",10.1016/b978-0-32-390445-2.00026-x,0,tactile inference manipulation hidden state,broad robotics neighbor
Crossref,https://doi.org/10.1016/b978-0-32-390445-2.00025-8,"Key components of dexterous manipulation: tactile sensing, skill learning, and adaptive control",2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",10.1016/b978-0-32-390445-2.00025-8,0,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.1016/b978-0-32-390445-2.00018-0,Learning industrial assembly by guided-DDPG,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",10.1016/b978-0-32-390445-2.00018-0,0,tactile inference manipulation hidden state,assembly
Crossref,https://doi.org/10.4271/2022-01-0015,Narrow Fixture Improves One-Up Panel Assembly,2022,SAE Technical Paper Series,10.4271/2022-01-0015,0,robot assembly fixture support manipulation,fixture;assembly
Crossref,https://doi.org/10.1016/b978-0-32-390445-2.00022-2,Neural network-enhanced optimal motion planning for robot manipulation under remote center of motion,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",10.1016/b978-0-32-390445-2.00022-2,0,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.21956/cobot.18707.r26834,Peer Review Report For: Reasoning about location of robot-operated object based on probabilistic ontologies [version 1; peer review: 2 approved],2022,,10.21956/cobot.18707.r26834,0,object relation reasoning robot manipulation,broad robotics neighbor
Crossref,https://doi.org/10.1080/27525813.2024.12527115,Referee report. For: Reasoning about location of robot-operated object based on probabilistic ontologies [version 1; peer review: 1 approved],2022,,10.1080/27525813.2024.12527115,0,object relation reasoning robot manipulation,broad robotics neighbor
Crossref,https://doi.org/10.1109/3m-nano56083.2022.9941652,Robot Autonomous Assembly Task Understanding Based on Information Mining,2022,"2022 IEEE International Conference on Manipulation, Manufacturing and Measurement on the Nanoscale (3M-NANO)",10.1109/3m-nano56083.2022.9941652,0,robot assembly fixture support manipulation,assembly
Crossref,https://doi.org/10.1007/978-3-030-93290-9_3,Smoothed Particle Hydrodynamics-Based Viscous Deformable Object Modelling,2022,Springer Tracts in Advanced Robotics Robot Dynamic Manipulation,10.1007/978-3-030-93290-9_3,0,object relation reasoning robot manipulation,broad robotics neighbor
Crossref,https://doi.org/10.1016/c2020-0-02663-0,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",2022,,10.1016/c2020-0-02663-0,0,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.1016/b978-0-32-390445-2.00023-4,Towards dexterous in-hand manipulation of unknown objects,2022,"Tactile Sensing, Skill Learning, and Robotic Dexterous Manipulation",10.1016/b978-0-32-390445-2.00023-4,0,tactile inference manipulation hidden state,manipulation
Crossref,https://doi.org/10.3389/fphy.2022.975247,Using meta-reasoning for incremental repairs in multi-object robot manipulation tasks,2022,Frontiers in Physics,10.3389/fphy.2022.975247,0,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.7551/mitpress/11939.003.0007,Variables Relating Causal Reasoning to Scientific Thinking,2022,Constructing Science,10.7551/mitpress/11939.003.0007,0,causal physical reasoning robotics manipulation,causal
arXiv,http://arxiv.org/abs/2210.08005v1,A MIP-Based Approach for Multi-Robot Geometric Task-and-Motion Planning,2022,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",support;manipulation
arXiv,http://arxiv.org/abs/2203.10568v1,Accelerating Integrated Task and Motion Planning with Neural Feasibility Checking,2022,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint;manipulation
arXiv,http://arxiv.org/abs/2212.09672v2,Chemistry Lab Automation via Constrained Task and Motion Planning,2022,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",support;manipulation
arXiv,http://arxiv.org/abs/2203.02475v1,Cooperative Task and Motion Planning for Multi-Arm Assembly Systems,2022,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint;assembly
arXiv,http://arxiv.org/abs/2212.12814v3,Demonstration-guided Optimal Control for Long-term Non-prehensile Planar Manipulation,2022,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",contact;manipulation
arXiv,http://arxiv.org/abs/2202.09714v1,Differentiable Robotic Manipulation of Deformable Rope-like Objects Using Compliant Position-based Dynamics,2022,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
